title,attack_type,attack_type_code,description,year,month,day,Africa,Asia,Australia,Europe,North America,South America,reference_title,reference_url
"Cyber attack on a utility in Texas, USA",Hacking,3,"North Texas Municipal Water District (NTMWD) - Wylie, Texas, USA (Collin County)",2023,11,12,0,0,0,0,1,0,North Texas water utility serving 2 million hit with cyberattack,therecord.media
"Unauthorized access at a bank in Germany, online banking blocked as a precaution",Ransomware,6,"Targobank - Düsseldorf, North Rhine-Westphalia, Germany",2023,11,11,0,0,0,1,0,0,Cyberangriff: Targobank blockiert Zugriff auf tausende Konten,heise.de
Cyber attack on a service provider in France,Hacking,3,"Derichebourg - Créteil, Île-de-France, France",2023,11,10,0,0,0,1,0,0,"Derichebourg a été victime d'une cyberattaque, les investigations toujours en cours",investir.lesechos.fr
"Cyber attack on a school district in Georgia, USA?",Hacking,3,"Henry County Schools - McDonough, Georgia, USA (Henry County)",2023,11,1,0,0,0,0,1,0,Georgia School District Goes Offline After Suspicious Activity,govtech.com
Cyber attack on a port terminal operator in Australia,Hacking,3,DP World Australia - Australia,2023,11,10,0,0,1,0,0,0,Ports to remain closed as AFP investigates cybersecurity breach,smh.com.au
"Port of Sydney, Australia, affected by cyber attack",Hacking,3,"Sydney, New South Wales, Australia",2023,11,10,0,0,1,0,0,0,Ports to remain closed as AFP investigates cybersecurity breach,smh.com.au
"Port of Melbourne, Australia, affected by cyber attack",Hacking,3,"Melbourne, Victoria, Australia",2023,11,10,0,0,1,0,0,0,Ports to remain closed as AFP investigates cybersecurity breach,smh.com.au
"Port of Fremantle (Perth), Australia, affected by cyber attack",Hacking,3,"Fremantle, Western Australia, Australia",2023,11,10,0,0,1,0,0,0,Ports to remain closed as AFP investigates cybersecurity breach,smh.com.au
"Port of Brisbane, Australia, affected by cyber attack",Hacking,3,"Brisbane, Queensland, Australia",2023,11,10,0,0,1,0,0,0,Ports to remain closed as AFP investigates cybersecurity breach,smh.com.au
Ransomware at a payment provider in the United Kingdom,Ransomware,6,"London & Zurich - Solihull, England, United Kingdom",2023,11,10,0,0,0,1,0,0,Attack on direct debit provider London & Zurich leaves customers with 6-figure backlogs,theregister.com
Lottery operator in the UK affected by cyber attack on a payment service provider,Hacking,3,"Gatherwell Limited - Manchester, England, United Kingdom",2023,11,10,0,0,0,1,0,0,Data security incident affecting Havant Borough Community Lottery supporters who pay by Direct Debit,havant.gov.uk
DDoS attack on websites of public institutions in Belgium,Ddos,2,Belgium,2023,11,9,0,0,0,1,0,0,Verschillende overheidswebsites getroffen door nieuwe cyberaanval,bruzz.be
"Cyber attack on a clinic in Québec, Canada",Hacking,3,"IRM Saguenay-Lac-Saint-Jean - Saguenay, Québec, Canada",2023,11,9,0,0,0,0,1,0,Cyberattaque à la clinique IRM Saguenay Lac-Saint-Jean,lequotidien.com
Ransomware at the US branch of a Chinese bank,Ransomware,6,"Industrial and Commercial Bank of China (ICBC) - New York City, New York, USA",2023,11,1,0,0,0,0,1,0,Industrial and Commercial Bank of China hit by ransomware attack,bleepingcomputer.com
"Unauthorized access at a hospital in California, USA",Hacking,3,"Tri-City Medical Center - Oceanside, California, USA (San Diego County)",2023,11,9,0,0,0,0,1,0,Tri-City Medical Center Community Update,tricitymed.org
2.4 million dollars stolen from an Australian crypto exchange,Ransomware,6,"CoinSpot - Melbourne, Victoria, Australia",2023,11,8,0,0,1,0,0,0,Crypto exchange CoinSpot reportedly suffers $2M hot wallet hack,cointelegraph.com
Ransomware at a state-owned real estate company in Greece,Ransomware,6,"Εταιρεία Ακινήτων Δημοσίου (ΕΤΑΔ) / Hellenic Public Properties Company - Athens, Greece",2023,11,8,0,0,0,1,0,0,Hackers hit ETAD with ransomware,ekathimerini.com
Cyber attack on a regional administration in Scotland,Hacking,3,"Comhairle nan Eilean Siar - Stornoway, Scotland, United Kingdom",2023,11,7,0,0,0,1,0,0,Cyber Attack Update,cne-siar.gov.uk
Cyberattack on the Washington State Department of Transportation,Cyber incident,0,"Washington State Department of Transportation - Olympia, Washington, USA (Thurston County)",2023,11,7,0,0,0,0,1,0,"Cyberattack shuts down WA transportation website, bringing confusion, disruptions",seattletimes.com
"Ransomware at a software vendor in California, USA",Ransomware,6,"MeridianLink - Costa Mesa, California, USA (Orange County)",2023,11,7,0,0,0,0,1,0,CYBERSECURITY UPDATE,ir.meridianlink.com
Cyber attack on the administration of a department in Frankreich,Hacking,3,"Département Loiret - Orléans, Centre-Val de Loire, Frankreich",2023,11,6,0,0,0,1,0,0,Le Département du Loiret victime d'une cyberattaque,loiret.fr
Website of an Israeli basketball team hacked,Hacking,3,"Maccabi Tel Aviv - Tel Aviv / תֵּל־אָבִיב–יָפוֹ, Israel",2023,11,6,0,1,0,0,0,0,Maccabi Tel Aviv basketball team website comes under cyber attack,jpost.com
"Ransomware at a psychiatric facility in Texas, USA",Ransomware,6,"The Harris Center for Mental Health and IDD - Houston, Texas, USA (Harris County, Fort Bend County, Montgomery County)",2023,11,6,0,0,0,0,1,0,Harris County mental health provider targeted in suspected ransomware attack,houstonpublicmedia.org
Ransomware at a software company in France,Ransomware,6,"Élap - Aix-en-Provence, Provence-Alpes-Côte d’Azur, France",2023,11,6,0,0,0,1,0,0,Communication AEFE – Cyberattaque et mesures de précaution à mettre en place,aefe.fr
French education agency affected by cyber attack on IT service provider,Hacking,3,"Agence pour l'enseignement français à l'étranger (AEFE) - Paris, Île-de-France, France",2023,11,6,0,0,0,1,0,0,Communication AEFE – Cyberattaque et mesures de précaution à mettre en place,aefe.fr
Ransomware at a software vendor in Switzerland,Ransomware,6,"Concevis AG - Basel, Canton of Basel-Stadt, Switzerland",2023,11,5,0,0,0,1,0,0,Ransomware-Angriff auf die Concevis AG,concevis.ch
"Cyber attack on a school district in Virginia, USA",Hacking,3,"Pulaski County Public Schools - Pulaski, Virginia, USA (Pulaski County)",2023,11,5,0,0,0,0,1,0,Pulaski County Public Schools has unfortunately become the victim of a cybercriminal attack.,facebook.com
"Cyber attack on a school district in Montana, USA",Hacking,3,"Butte School District No. 1 - Butte, Montana, USA (Silver Bow County)",2023,11,4,0,0,0,0,1,0,Personal information of 900 Butte School District employees compromised in cyberattack,kxlf.com
DDoS attack on the website of a city government in Germany,Ddos,2,"Stadt Bielefeld - Bielefeld, North Rhine-Westphalia, Germany",2023,11,3,0,0,0,1,0,0,Große Telefonstörung betrifft auch die Bielefelder Feuerwehr,nw.de
DDoS attack on the website of a bus company in the Netherlands,Ddos,2,"allGobus - Almere, Flevoland, Netherlands",2023,11,3,0,0,0,1,0,0,Pro-Russische cyberaanval legt websites Arriva en havenbedrijf Den Helder plat na bezoek minister Ollongren aan Oekraïne,lc.nl
DDoS attack on the website of a port in the Netherlands,Ddos,2,"Den Helder, Noord-Holland, Netherlands",2023,11,3,0,0,0,1,0,0,Pro-Russische cyberaanval legt websites Arriva en havenbedrijf Den Helder plat na bezoek minister Ollongren aan Oekraïne,lc.nl
DDoS attack on the website of a railway company in the Netherlands,Ddos,2,"Arriva Nederland - Heerenveen, Friesland, Netherlands",2023,11,3,0,0,0,1,0,0,Pro-Russische cyberaanval legt websites Arriva en havenbedrijf Den Helder plat na bezoek minister Ollongren aan Oekraïne,lc.nl
"Cyber attack on a health care provider in New York, USA",Hacking,3,"Crystal Run Healthcare - Wallkill, New York, USA (Orange County)",2023,11,3,0,0,0,0,1,0,Crystal Run Healthcare fighting against cyber attack,midhudsonnews.com
Cyber attack on a marketplace for clamping blocks in the USA?,Hacking,3,"BrickLink - Irvine, California, USA (Orange County)",2023,11,3,0,0,0,0,1,0,Bricklink is currently down due to a suspected hacking/cybersecurity incident,jaysbrickblog.com
Cyber attack on a department store in Germany,Hacking,3,"KaDeWe - Berlin, Germany",2023,11,3,0,0,0,1,0,0,KaDeWe-Chef meldet sich bei Kunden: Russische Hacker haben Berliner Luxus-Kaufhaus angegriffen,businessinsider.de
"Department store in Hamburg, Germany affected by cyber attack",Hacking,3,"Alsterhaus - Hamburg, Germany",2023,11,3,0,0,0,1,0,0,KaDeWe-Chef meldet sich bei Kunden: Russische Hacker haben Berliner Luxus-Kaufhaus angegriffen,businessinsider.de
"Department store in Munich, Germany affected by cyber attack",Hacking,3,"Kaufhaus Oberpollinger - Munich, Bavaria, Germany",2023,11,3,0,0,0,1,0,0,KaDeWe-Chef meldet sich bei Kunden: Russische Hacker haben Berliner Luxus-Kaufhaus angegriffen,businessinsider.de
Cyber attack on a city government in Germany,Hacking,3,"Stadt Itzehoe - Itzehoe, Germany (Kreis Steinburg)",2023,11,1,0,0,0,1,0,0,Hackerangriff auf die IT-Systeme der Stadt Itzehoe,itzehoe.de
Cyber attack on a manufacturer of windows and doors in Germany,Hacking,3,"Rekord - Dägeling, Germany (Kreis Steinburg)",2023,11,1,0,0,0,1,0,0,Produktion steht teils still: Dägelinger Unternehmen Rekord Opfer von Hacker-Angriff,shz.de
Cyber attack on a real estate agent chain in Denmark,Hacking,3,"EDC-gruppen - Frederiksberg, Region Hovedstaden, Denmark",2023,11,1,0,0,0,1,0,0,EDC udsat for IT-angreb,edc.dk
Cyber attack on a waste disposal company in Denmark,Hacking,3,"City Container - Farum, Region Hovedstaden, Denmark",2023,11,1,0,0,0,1,0,0,Driftsmeddelelse,citycontainer.dk
DDoS attack on healthcare facilities in Singapore,Ddos,2,Synapxe - Singapore,2023,11,1,0,1,0,0,0,0,Internet connectivity for Public Healthcare Institutions affected by Distributed Denial-of-Service (DDoS) attack,synapxe.sg
"Cyber attack on a school district in Illinois, USA",Hacking,3,"Meredosia-Chambersburg CUSD 11 - Meredosia, Illinois, USA (Morgan County)",2023,11,1,0,0,0,0,1,0,Meredosia schools recovering from computer hijacking,myjournalcourier.com
DDoS attack on the website of a police in Germany,Ddos,2,"Landespolizei Mecklenburg-Vorpommern - Schwerin, Mecklenburg–Western Pomerania, Germany",2023,10,31,0,0,0,1,0,0,Hacker-Angriffe auf Internetseiten der Polizei,n-tv.de
"With false identities 279,300 dollars stolen from a US city administration",Data breach,1,"Scotland Town Hall - Scotland, Connecticut, USA (Windham County)",2023,10,31,0,0,0,0,1,0,"Statement of the Board of Selectmen of Scotland, CT",scotlandct.org
"Ransomware at a city government in Louisiana, USA",Ransomware,6,"Town of Iowa - Iowa, Louisiana, USA (Calcasieu Parish)",2023,10,1,0,0,0,0,1,0,Authorities confirm Town of Iowa target of cyberattack,kplctv.com
"Cyber attack on a hospital in Michigan, USA",Hacking,3,"Munson Healthcare / Otsego Memorial Hospital - Gaylord, Michigan, USA (Otsego County)",2023,10,1,0,0,0,0,1,0,"Gaylord hospital computer system was hacked in October, no indication patient data was involved",eu.petoskeynews.com
Cyber attack on a U.S. mortgage lender,Hacking,3,"Mr. Cooper - Dallas, Texas, USA (Dallas County & Collin, Kaufman, Rockwall County)",2023,10,31,0,0,0,0,1,0,Notice of Cyber Security Incident,incident.mrcooperinfo.com
DDoS attack on a news agency,Ddos,2,"Associated Press (AP) - New York City, New York, USA",2023,10,31,0,0,0,0,1,0,AP news site hit by apparent denial-of-service attack,apnews.com
"Cyber incident at a school district in Colorado, USA",Cyber incident,0,"Jeffco Public Schools - Golden, Colorado, USA (Jefferson County)",2023,10,1,0,0,0,0,1,0,Information Regarding Cybersecurity Incident,jeffcopublicschools.org
"Cyber attack on a tax authority in Florida, USA",Hacking,3,"St. Lucie Tax Collector - Fort Pierce, Florida, USA (St. Lucie County)",2023,10,1,0,0,0,0,1,0,Ransomware attack responsible for shuttering St. Lucie County Tax Collector's computer system,wptv.com
Cyber attack on a construction company in Germany,Hacking,3,"Bauer AG - Schrobenhausen, Bavaria, Germany (Landkreis Neuburg-Schrobenhausen)",2023,10,30,0,0,0,1,0,0,Cyberangriff legt Systeme von Bauer AG lahm,finance-magazin.de
Cyber attack on a university of applied sciences in Germany,Hacking,3,"Hochschule Hannover (HsH) - Hannover, Lower Saxony, Germany",2023,10,30,0,0,0,1,0,0,Die Hochschule Hannover ist von einem Cyberangriff betroffen,hs-hannover.de
Cyber attack on an airport in Mexico,Hacking,3,"Aeropuerto Internacional de Querétaro (AIQ) - Santiago de Querétaro, Querétaro, Mexico",2023,10,30,0,0,0,0,1,0,Major Mexican airport confirms experts are working to address cyberattack,therecord.media
DDoS attack on the website of an airport in the United Kingdom,Ddos,2,"Manchester Airport - Manchester, England, United Kingdom",2023,10,30,0,0,0,1,0,0,Manchester Airport website goes down as Russian 'hackers' claim responsibility,manchestereveningnews.co.uk
Ransomware at an airline pilot union in the USA,Ransomware,6,"Allied Pilots Association (APA) - Fort Worth, Texas, USA (Tarrant County and others)",2023,10,30,0,0,0,0,1,0,APA Cybersecurity Incident Updates,apaitupdate.com
Ransomware at a municipal IT service provider in Germany,Ransomware,6,"Südwestfalen-IT - Hemer, North Rhine-Westphalia, Germany (Märkischer Kreis)",2023,10,30,0,0,0,1,0,0,SIT ist Ziel eines Cyberangriffs,sit.nrw
Cyber attack on a telecommunications provider in Trinidad and Tobago,Hacking,3,"Telecommunications Services of Trinidad and Tobago (TSTT) - Port of Spain, Trinidad and Tobago",2023,10,1,0,0,0,0,1,0,TSTT confirms cyberattack,trinidadexpress.com
"Cyber attack on a radio stations in Oregon, USA",Hacking,3,"Backyard Media / BackyardBend - Bend, Oregon, USA (Deschutes County)",2023,10,29,0,0,0,0,1,0,"After Cyberattack, Backyard Media Rebuilds Programming Systems.",insideradio.com
Cyber attack on a retail chain in the USA,Hacking,3,"Ace Hardware - Oak Brook, Illinois, USA (DuPage County, Cook County)",2023,10,29,0,0,0,0,1,0,Ace Hardware hit with cyber breach,hbsdealer.com
Cyber incident at a library in Canada,Cyber incident,0,"Toronto Public Library - Toronto, Ontario, Canada",2023,10,28,0,0,0,0,1,0,We are actively addressing a cybersecurity incident,torontopubliclibrary.typepad.com
Cyber attack on a service provider for parking garages in Germany,Hacking,3,"Designa Verkehrsleittechnik - Kiel, Germany",2023,10,28,0,0,0,1,0,0,Hackerangriff legt Parkhäuser in Osnabrück lahm,stern.de
Cyber attack on a provider of documentation software in Germany,Hacking,3,"ergovia GmbH - Kiel, Germany",2023,10,28,0,0,0,1,0,0,Am 28.10.2023 wurde die ergovia GmbH Ziel einer Cyber Attacke,stepnova.de
Cyber incident at a library in the United Kingdom,Cyber incident,0,"British Library - London, United Kingdom",2023,10,28,0,0,0,1,0,0,Cybersecurity snafu sends British Library back to the Dark Ages,theregister.com
"Cyber attack on a media company in Tennessee, USA",Hacking,3,"Six Rivers Media - Kingsport, Tennessee, USA (Sullivan County, Hawkins County)",2023,10,28,0,0,0,0,1,0,Six Rivers Media hit by cyber-attack over the weekend,timesnews.net
DDoS attack on a shipping company in France,Ddos,2,"Corsica Ferries - Bastia, Corse, France",2023,10,27,0,0,0,1,0,0,"Victime d'une cyber attaque, le site de réservation de la Corsica Ferries est resté inaccessible pendant plus d'un jour",france3-regions.francetvinfo.fr
Cyber attack on a car dealer in the Netherlands,Hacking,3,"Smidts Autogroep - Groningen, Groningen, Netherlands",2023,10,27,0,0,0,1,0,0,Cyberincident,smidts.nl
Cyber attack on an U.S. aircraft manufacturer,Hacking,3,"Boeing - Arlington, Virginia, USA (Arlington County)",2023,10,1,0,0,0,0,1,0,"Boeing confirms cyberattack, global services disrupted",cybersecuritydive.com
"Ransomware at a county government in Minnesota, USA",Ransomware,6,"Clay County - Moorhead, Minnesota, USA (Clay County)",2023,10,27,0,0,0,0,1,0,Notice of Data Security Incident,claycountymn.gov
Cyber attack on a city government in France?,Hacking,3,"Ville d’Annecy - Annecy, Auvergne-Rhône-Alpes, France",2023,10,26,0,0,0,1,0,0,Sécurité informatique,annecy.fr
Cyber attack on a winegrowers' cooperative in France,Hacking,3,"Vinovalie - Saint-Sulpice-la-Pointe, Occitanie, France",2023,10,26,0,0,0,1,0,0,Vinovalie victime de hackeurs,vinovalie.com
Cyber attack on a dental association in Germany,Hacking,3,"Landeszahnärztekammer Baden-Württemberg - Stuttgart, Baden-Württemberg, Germany",2023,10,1,0,0,0,1,0,0,Wichtige Information,lzk-bw.de
Cyber incident at a network operator in Singapore,Cyber incident,0,NetLink NBN Trust - Singapore,2023,10,1,0,1,0,0,0,0,Cybersecurity Incident,netlinknbn.com
Cyber attack on a pig breeders association in Canada,Hacking,3,"Les Éleveurs de porcs du Québec - Longueuil, Québec, Canada",2023,10,24,0,0,0,0,1,0,Les éleveurs de porcs victimes d’une cyberattaque,lapresse.ca
DDoS attack on the website of the Czech Ministry of Interior and Police,Ddos,2,"Prague, Czech Republic",2023,10,24,0,0,0,1,0,0,Websites des tschechischen Innenministeriums und der Polizei von Hackern lahmgelegt,deutsch.radio.cz
Cyber attack on a water utility in France,Hacking,3,"Syndicat Interdépartemental pour l'Assainissement de l'Agglomération Parisienne (SIAAP) - Paris, Île-de-France, France",2023,10,24,0,0,0,1,0,0,Le SIAAP cible d'une cyberattaque,siaap.fr
"Register of Deeds in North Carolina, USA affected by cyber attack on IT service provider",Hacking,3,"Cabarrus County Register of Deeds - Concord, North Carolina, USA (Cabarrus County)",2023,10,1,0,0,0,0,1,0,Greensboro cyber attack takes down some Cabarrus Register of Deeds services,independenttribune.com
Cyber incident at a hospital in Canada,Cyber incident,0,"Michael Garron Hospital (MGH) - Toronto, Ontario, Canada",2023,10,1,0,0,0,0,1,0,Michael Garron Hospital investigating data security incident,tehn.ca
Cyber attack on a telecommunications provider from Chile,Hacking,3,Grupo GTD - Chile,2023,10,23,0,0,0,0,0,1,Chilean telecom giant GTD hit by the Rorschach ransomware gang,bleepingcomputer.com
Cyber attack on a metal processing company,Hacking,3,"Röhr + Stolberg GmbH - Krefeld, North Rhine-Westphalia, Germany",2023,10,23,0,0,0,1,0,0,Update zum Cyberangriff,roehr-stolberg.de
